scene_script,summary
"INT. JOEL'S BEDROOM - NIGHT

It's dark.  Joel and Clementine are in bed.  The memory is
already in the midst of being erased.  Clementine is talking
in a monotonous, robotic manner.

		CLEMENTINE
	You don't tell me things, Joel.  I'm an
	open book.  I tell you everything.  Every
	damn embarrassing thing.  You don't trust
	me.

		JOEL
	No, it isn't that.

		CLEMENTINE
	I want to know you.

		JOEL
	I just don't have anything very
	interesting about my life.

		CLEMENTINE
	Joel, you're a liar.

The scene is faded completely now and Joel just lies there
for a moment, registering Clementine's statement.","In this scene, Joel and Clementine are in bed while the memory of their relationship is being erased. Clementine is speaking in a dull, robotic tone while expressing her frustration with Joel for not being open with her. Joel confesses that his life is not interesting, but Clementine accuses him of lying. The scene fades out as Joel processes her statement."
"INT. CHINESE RESTAURANT - NIGHT

Joel and Clementine eat dinner in silence.  Joel looks around
at other couples in the restaurant.  Some seem happy and
engaged.  Others seem bored with each other.  He turns back
to his food.

		JOEL
	How's the chicken?

		VOICE-OVER
	Is that like us?  Are we just bored with
	each other?

		CLEMENTINE
	Good.

He watches her as she downs her wine and pours herself
another glass.  She holds the wine bottle up to Joel.

		CLEMENTINE (CONT'D)
	More?

		JOEL
	No.  Thanks.

There's a silence.

		CLEMENTINE
	How's the fish?

The scene is fading.

		JOEL
	It's good.

They continue to eat in silence as the scene dissolves.

		PATRICK'S VOICE
	Hi, Clementine! -- Why, what's wrong? --
	Oh, I'm sorry. -- Well, I'm not sure, I
	kind of have to study for my test --","Joel and Clementine are at a Chinese restaurant, eating dinner in silence. Joel looks around at other couples and wonders if they are all just bored with each other. Clementine asks Joel how the chicken is and offers him more wine, which he declines. They continue eating in silence as the scene fades. Suddenly, Patrick's voice calls out to Clementine, and the scene ends."
"INT. JOEL'S APARTMENT - NIGHT

Patrick is on the phone next to Joel's bed.  Stan watches the
lights on the computer screen.

		PATRICK
	Hold on.  Let me ask my friend.
		(covering mouthpiece)
	Stan, can I leave for a little while?  My
	girlfriend is very --

		STAN
	Patrick, we're in the middle of --

		PATRICK
	She's right in the neighborhood.  She's
	upset.

Mary is in the kitchen.  She pokes her head out.  She's got
some pie on a plate.

		MARY
	Let him go, Stan.  I can help.

		STAN
		(sighing, to Patrick)
	Go.

		PATRICK
		(quietly)
	Mary hates me.
		(into phone)
	I'll be right over, Tangerine.","Patrick is on the phone in Joel's apartment, Stan watches the computer screen. Patrick asks Stan if he can leave for a while because his girlfriend is upset and nearby. Mary, who is in the kitchen holding a plate of pie, volunteers to help. Stan reluctantly agrees. Patrick quietly mentions that Mary hates him, then leaves to see his girlfriend."
"INT. CLEMENTINE'S APARTMENT - NIGHT

Candles are lit.  Joel and Clementine are under a blanket on
the living room rug listening to music.

		CLEMENTINE
	Joely...

		JOEL
	Yeah, Tangerine?

		CLEMENTINE
	Do you know The Velveteen Rabbit?

		JOEL
	No.

		CLEMENTINE
	It's my favorite book.  Since I was a
	kid.  It's about these toys.  There's
	this part where the skin Horse tells the
	rabbit what it means to be real.
		(crying)
	I can't believe I'm crying already.  He
	says, ""It takes a long time.  That's why
	it doesn't often happen to people who
	break easily or have sharp edges, or who
	have to be carefully kept.  Generally by
	the time you are Real, most of your hair
	has been loved off, and your eyes drop
	out and you get loose in the joints and
	very shabby.  But these things don't
	matter at all, because once you are Real
	you can't be ugly, except to people who
	don't understand.""

She's weeping.  Joel is stroking her hair.  They kiss and
begin to make love under the blanket.  It's sweet and gentle
and then it starts to fade.

		JOEL
		(screaming)
	No!  Jesus, No!

He looks down and Clementine's tear-streaked face is fading.
She continues as if she's still being made love to, even
though Joel is completely beside himself.  He jumps up naked
and yells at the ceiling.

		JOEL (CONT'D)
	Please!  Please!  I've changed my mind!
		(looks down at fading
		 Clementine, then at ceiling)
	I don't want this.  Wake me up!  Stop the
	procedure!  Plea --","In this scene, Joel and Clementine are in her apartment under a blanket, listening to music. Clementine talks about her favorite childhood book, The Velveteen Rabbit, which makes her emotional. They begin to make love, but suddenly Joel starts to panic as he realizes that it’s all a part of a procedure to erase Clementine from his memory. He begs for the process to be stopped, but it seems to be too late as Clementine starts fading away."
"INT. JOEL'S APARTMENT - NIGHT

Joel is unconscious on the bed, completely still.  Mary and
Stan watch the monitor and smoke a joint.  After a silence:

		MARY
	It's amazing, isn't it?  Such a gift
	Howard gave the world.

		STAN
		(a sigh)
	Yeah.

		MARY
	To let people begin again.  It's
	beautiful.  You look at a baby and it's
	so fresh, so clean, so free.  And
	adults... they're like this messy tangle
	of anger and phobias and sadness...
	hopelessness.  And Howard just makes it
	go away.

		STAN
	You love him, don't you?

Mary seems surprised, taken aback, caught.  She is silent for
a long moment.

		MARY
	No.
		(beat)
	Besides, Howard's married, Stan.  He's a
	very serious and ethical man.  I'm not
	going to tempt him to betray all he
	believes in.

Stan takes another drag on the joint, passes it to Mary.","Joel is unconscious on his bed while Mary and Stan smoke a joint and watch a monitor. Mary expresses how she thinks it is incredible that people can start anew and fresh with the help of Howard's gift. She compares babies to adults, saying adults are messy. Stan asks if she loves Howard, but Mary denies it, saying Howard is married and ethical, and she wouldn't want to tempt him."
"EXT. STREET - NIGHT

Patrick, bundled up and carrying a full backpack, trudges
through the snow.","In this scene, we see Patrick walking through a snowy street at night. He is bundled up in warm attire and is carrying a full backpack, which indicates that he is either traveling or has just left home for a trip."
"INT. CLEMENTINE'S APARTMENT - CONTINUOUS

Clementine watches out the window as Patrick nears.  She's
crying.  He makes his way up her front stairs.  She swings
open the door and hugs him.

		PATRICK
	Oh, baby, what's going on?

		CLEMENTINE
	I don't know.  I'm lost.  I'm scared.  I
	feel like I'm disappearing.  I'm getting
	old and nothing makes any sense to me.

		PATRICK
	Oh, Tangerine.

		CLEMENTINE
	Nothing makes any sense.  Nothing makes
	any sense.

She pushes herself out of the embrace and looks at Patrick.

		CLEMENTINE (CONT'D)
	Come up to Boston with me?

		PATRICK
	Sure.  We'll go next weekend and --

		CLEMENTINE
	Now.  Now!  I have to go now.  I have to
	see the frozen Charles!  Now!  Tonight!

		PATRICK
	Um, okay.  I'll call my study partner.

		CLEMENTINE
	Yay!  It'll be great!  I'll get my shit.

She runs into the bedroom.  Patrick is at the phone and
realizes he doesn't know Joel's number.  After a moment's
thought, he *69's.  The phone rings.

		JOEL'S VOICE
	Hi, it's Joel.  Please leave a message
	after the beep.

Beep.

		PATRICK
		(whisper)
	Stan, it's Patrick.  Pick up.

		STAN'S VOICE
	Hey, where are you?

		PATRICK
	I got into a situation with the old lady.
	Can you handle things tonight alone?  I'm
	really sorry, man.","Clementine is crying and looking out the window as Patrick approaches her apartment. She hugs him as soon as he enters and expresses that she feels lost, scared, and like she's disappearing. She intends to go to Boston with Patrick immediately to visit the frozen Charles. Patrick agrees and attempts to call Joel, but gets no answer, so he asks his study partner, Stan, who agrees to take care of things."
"INT. JOEL'S APARTMENT - CONTINUOUS

Stan is on the phone.  He's really stoned and watches Mary,
stoned herself, dancing in a sexy trance to something soft
and low on the stereo.

		STAN
	I can handle it.  He's pretty much on
	auto-pilot anyway.","We see Joel's apartment and Stan on the phone. Stan is under the influence of drugs and watches Mary, who is also stoned, dancing to soft music. He tells himself that he can handle it since Mary is already in a trance-like state."
"INT. CLEMENTINE'S APARTMENT - CONTINUOUS

		PATRICK
	Thanks, Stan.  I owe you.

Patrick hangs up, rifles quickly through his backpack.  He
pulls out a silver bracelet, puts it in his pocket, then
pulls out a journal, flips through it, keeping an eye on the
bedroom door.  The handwriting is a woman's.  He finds what
he's looking for.  He reads:

		CLEMENTINE'S VOICE
	I took Joel to walk on Charles River with
	me last night.  It was so beautiful and
	charming.  Joel was nervous about
	stepping onto the ice, but he wanted to
	please me so much -- he's so sweet --
	that he came out after me.    We lay down
	right in the center and watched the
	stars.  He took my hand and said ""I
	could...","Patrick is in Clementine's apartment and quickly hides a silver bracelet in his pocket and pulls out a journal. He flips through the pages and reads her handwriting about a recent walk she took with Joel. Joel was nervous but went along to please her. They laid down in the center of the Charles River and watched the stars. Joel took her hand and said ""I could die right now, Clem. I'm just happy.  I've never felt that before.  I'm just exactly where I want to be."""
"EXT. CHARLES RIVER - NIGHT

Joel and Clementine lie together holding hands on the frozen
river.  They look up at the stars.

		JOEL
	...die right now, Clem.  I'm just...
	happy.  I've never felt that before.  I'm
	just exactly where I want to be.

Clementine looks over at him.  Her eyes are filled with love
and tears.  Then they get vague.  The scene is being erased.
Joel is panicked.

		JOEL (CONT'D)
	Clem, no!  This can't keep happening.
	Please!  Oh, fuck!  Please!

Crazily, Joel runs off, passing through a series of decayed
scenes: He and Clementine arguing in a car, having sex on the
beach, laughing and holding hands at a movie, eating grilled
cheese and tomato soup together in bed, Joel watching her
sleep, them drinking at a bar.  He arrives at a decayed
version of his first meeting with Mierzwiak.

		MIERZWIAK
	We can help you through this.  Why don't
	you start now by telling me everything
	you can remember about --

		JOEL
	You have to stop this!

		MIERZWIAK
	What?  What do you mean?

		JOEL
	I'm trapped in my head and everything I
	love is being erased!  Stop it now!

		MIERZWIAK
	Yes, but... I'm just something you're
	imagining.  What can I do?  I'm in your
	head, too.","In this scene, Joel and Clementine lie together holding hands on a frozen river. Joel expresses happiness and contentment, but the scene suddenly begins to fade away, and other memories start to decay. Joel is panicked and starts to run through different decayed scenes. He arrives at a decayed version of his first meeting with Mierzwiak, who tries to help him through his situation. However, Joel tells him to stop erasing his memories, and Mierzwiak reminds him that he is just a figment of Joel's imagination."
